-0.83365,-0.8042199999999999,-0.8237700000000001,-0.81879,-0.77967,-0.82901,-0.8235600000000001,-0.8042,-0.81184,-0.8015800000000001,-0.8286600000000001,-0.7994100000000001,-0.8189,-0.8238700000000001,-0.8115899999999999,-0.81397,-0.8042100000000001,-0.80416,-0.7994,-0.80396,-0.79473,-0.8311700000000001,-0.8137,-0.802,-0.8310799999999999,-0.83846,-0.79428,-0.82381,-0.8115100000000001,-0.79924,-0.8141,-0.8213,-0.81383,-0.83847,-0.80404,-0.81905,-0.8434,-0.81367,-0.83368,-0.84093,-0.82132,-0.7992100000000001,-0.82881,-0.8212700000000001,-0.8238200000000001,-0.80913,-0.8482700000000001,-0.82376,-0.8336600000000001,-0.8382799999999999,-0.81924,-0.8434,-0.82111,-0.82899,-0.8238,-0.81389,-0.79448,-0.8116399999999999,-0.8114899999999999,-0.82386,-0.81401,-0.80909,-0.82135,-0.8214100000000001,-0.81879,-0.8290700000000001,-0.8236399999999999,-0.79422,-0.8093899999999999,-0.79916,-0.81896,-0.80428,-0.80911,-0.80414,-0.8092,-0.8190000000000001,-0.80908,-0.8288,-0.8212,-0.78223,-0.83886,-0.80397,-0.79448,-0.8240200000000001,-0.80173,-0.80418,-0.8387600000000001,-0.83341,-0.81399,-0.81434,-0.80443,-0.79932,-0.81429,-0.80416,-0.80477,-0.83842,-0.80393,-0.7996,-0.8016,-0.83354,-0.7993600000000001,-0.8237700000000001,-0.81881,-0.81396,-0.82388,-0.8211200000000001,-0.81896,-0.80897,-0.80193,-0.83126,-0.81379,-0.8044600000000001,-0.8288399999999999,-0.83354,-0.7944399999999999,-0.82395,-0.81395,-0.80915,-0.8264299999999999,-0.8042199999999999,-0.82634,-0.79183,-0.78969,-0.8338899999999999,-0.8137,3.0
1.3553,0.73441,1.4651,1.147,0.94334,0.95396,1.1432,0.27971999999999997,0.7650600000000001,1.4928,0.95754,1.3509,1.4839,1.5582,1.445,1.7653,1.9367,1.4833,1.4211,1.4219,1.4856,1.4467,1.4569999999999999,1.4219,1.7026,1.5326,1.3053,1.3146,1.4511,1.4461,1.258,2.0072,0.6489199999999999,1.1554,0.5305,1.0273,0.409,0.38142,0.35759,0.52285,0.27808,0.28462,0.10267000000000001,0.40603,0.16218,0.1413,0.12908,0.35833000000000004,0.40941,0.32483,0.5048,0.77393,0.73428,0.78814,0.60563,0.8326100000000001,0.73423,0.79769,0.91261,0.79785,0.89638,0.83162,0.7878,1.0457,0.89251,1.056,1.0327,0.90507,0.9555799999999999,0.86369,1.3003,1.0594,0.97467,1.0303,0.53795,0.73468,0.77531,0.37948000000000004,0.42385,0.36439,0.4903,0.5965199999999999,0.51599,0.33479000000000003,0.34033,0.39131,0.26809,0.53668,0.7709699999999999,0.45866,0.78762,0.94026,0.97977,1.3501,1.4276,1.3898,1.3123,1.205,1.1657,1.0674,1.1551,1.3092,1.3014,1.5761,2.0699,2.2508,2.5491,2.6298,2.5307,2.6235,2.7312,2.438,2.3538,2.3441,2.1846,2.3497,1.9108,2.0753,2.015,1.8214,1.8722,1.8396,2.0045,2.1032,1.9263,16.0
3.7778,3.805,3.8048,3.7852,3.7755,3.8049,3.8245,3.8122,3.7951,3.8048,3.8048,3.8439,3.8267,3.8046,3.7876,3.8391,3.8047,3.8145,3.839,3.8584,3.878,3.8241,3.8584,3.8288,3.8339,3.8585,3.8754,3.824,3.8266,3.8535,3.8047,3.8047,3.8095,3.8096,3.8048,3.7999,3.8046,3.7803,3.8097,3.8072,3.7705,3.7852,3.8049,3.8048,3.8073,3.79,3.8171,3.8146,3.795,3.8146,3.7852,3.8,3.8073,3.7803,3.7706,3.8269,3.7804,3.7804,3.7877,3.795,3.7901,3.7706,3.8097,3.7680000000000002,3.7707,3.795,3.7901,3.7559,3.8099,3.7706,3.7803,3.8269,3.7803,3.8074,3.8,3.8096,3.7948,3.8144,3.8122,3.8146,3.8169,3.8047,3.8389,3.807,3.8145,3.8094,3.8289999999999997,3.8241,3.8142,3.8094,3.8436,3.8193,3.8584,3.8680000000000003,3.8119,3.8438,3.8339,3.7975,3.7852,3.7801,3.8098,3.7802,3.8046,3.8071,3.7804,3.8244,3.7901,3.7829,3.8097,3.7925,3.7852,3.7901,3.8146,3.8049,3.8096,3.7998,3.7803,3.8196,3.7999,3.7704,3.7707,3.8243,3.795,3.778,3.7851,1.0
8.7376,8.7573,8.8231,8.7672,8.7941,8.745,8.7695,8.7892,8.7792,8.7794,8.8039,8.7868,8.7842,8.7647,8.7965,8.7843,8.7843,8.7646,8.7891,8.7769,8.7743,8.7939,8.7768,8.855,8.8357,8.8039,8.7842,8.8036,8.7499,8.7987,8.7547,8.8112,8.7695,8.7793,8.7671,8.7794,8.7745,8.8089,8.7893,8.8041,8.7967,8.804,8.804,8.8233,8.7942,8.7894,8.7696,8.7991,8.7746,8.7917,8.7715,8.7731,8.8024,8.7771,8.8445,8.8274,8.8149,8.7824,8.8098,8.7524,8.7922,8.7539,8.7995,8.7598,8.7759,8.7645,8.7798,8.7842,8.8067,8.811,8.8028,8.8255,8.7925,8.8149,8.82,8.8003,8.7848,8.8562,8.8455,8.7904,8.7734,8.8207,8.7381,8.8094,8.748,8.8117,8.7454,8.78,8.7669,8.7868,8.7536,8.8119,8.7971,8.7986,8.7853,8.8104,8.817,8.8236,8.7783,8.7879,8.7705,8.7921,8.762,8.7968,8.7902,8.7882,8.797,8.785,8.8531,8.8261,8.8173,8.789,8.8182,8.7524,8.7855,8.753,8.7931,8.7622,8.7847,8.7701,8.7779,8.7862,8.8147,8.8249,8.8026,2.0
8.8407,8.8947,8.8846,8.9089,8.8946,8.9287,8.8819,8.7912,8.8447,8.8302,8.8942,8.84,8.8154,8.8351,8.828,8.8355,8.7719,8.9138,8.9579,8.9583,9.0124,8.9364,8.8793,8.8446,8.8469,8.8498,8.8499,8.8597,8.8888,8.8961,8.806000000000003,8.8647,8.8255,8.8866,8.9038,8.8702,8.9385,8.8502,8.8352,8.8303,8.8155,8.8694,8.8794,8.8599,8.8645,8.8742,8.8597,8.8941,8.8599,8.8794,8.9331,8.8843,8.8818,8.8499,8.83,8.8375,8.8496,8.8347,8.8081,8.7909,8.8497,8.889,8.828,8.816,8.8769,8.9062,8.9429,8.8673,8.8797,8.8379,8.8451,8.8254,8.84,8.8648,8.8869,8.855,8.8206,8.8451,8.8547,8.8646,8.982000000000003,8.9426,8.9183,8.9453,8.8721,8.8987,8.8989,8.8939,8.8397,8.8349,8.8448,8.8425,8.8816,8.8449,8.8355,8.8697,8.889,8.8961,8.8453,8.9161,8.8794,8.8009,8.8544,8.8204,8.8152,8.8546,8.8747,8.8256,8.8695,8.8595,8.7594,8.8253,8.8594,8.937999999999997,8.8987,8.8992,8.9063,8.8696,8.8376,8.894,8.884,8.8547,8.8499,8.9383,8.9041,2.0
9.442,9.4642,9.4571,9.4911,9.4909,9.4251,9.4471,9.4911,9.4716,9.4862,9.4766,9.4619,9.4618,9.4522,9.4619,9.4961,9.4721,9.4714,9.4666,9.4498,9.5302,9.4644,9.4814,9.4764,9.4618,9.4642,9.4814,9.5058,9.4837,9.5152,9.4522,9.4837,9.5055,9.4618,9.4713,9.4714,9.4569,9.4566,9.4764,9.4567,9.4764,9.4542,9.4861,9.481,9.4277,9.5057,9.4858,9.4814,9.4372,9.4762,9.4765,9.4764,9.4936,9.4423,9.4714,9.4814,9.4916,9.4668,9.4077,9.4967,9.4862,9.4764,9.4278,9.4716,9.4617,9.4568,9.4814,9.4448,9.4618,9.452,9.4716,9.5107,9.4619,9.4912,9.4958,9.4497,9.5154,9.4739,9.4815,9.4567,9.4714,9.4521,9.4911,9.5035,9.4815,9.457,9.4816,9.5155,9.4668,9.4179,9.4764,9.4546,9.4716,9.4862,9.4763,9.474,9.491,9.5108,9.5155,9.4521,9.4646,9.4862,9.4672,9.4561,9.4635,9.4606,9.4708,9.46,9.4709,9.4732,9.4473,9.488999999999999,9.4881,9.4238,9.5013,9.4808,9.4922,9.4337,9.4694,9.4859,9.4737,9.4836,9.4483,9.4742,9.4919,2.0
6.8141,6.7924,6.7948,6.8093,6.8339,6.7777,6.79,6.8241,6.7899,6.8021,6.7948,6.8095,6.7996,6.7704,6.768,6.79,6.79,6.7826,6.7754,6.7801,6.7803,6.7679,6.7898,6.7461,6.7386,6.79,6.7705,6.7655,6.7558,6.746,6.7753,6.7533,6.7631,6.7704,6.7557,6.7559,6.7461,6.7509,6.7729,6.7608,6.7436,6.7729,6.7754,6.7899,6.7508,6.7996,6.7508,6.7804,6.8021,6.7899,6.79,6.7706,6.7704,6.8096,6.7947,6.7948,6.8095,6.7948,6.7703,6.7923,6.8095,6.7947,6.8093,6.7948,6.7898,6.8167,6.8387,6.7752,6.8119,6.7949,6.79,6.8045,6.78,6.7753,6.7754,6.79,6.7899,6.7777,6.7802,6.7948,6.7753,6.7704,6.7705,6.7679,6.7705,6.7558,6.7705,6.7558,6.7703,6.7462,6.7753,6.7165,6.7364,6.7363,6.7362,6.7507,6.7803,6.7607,6.7509,6.7705,6.7410000000000005,6.7485,6.7607,6.7753,6.7705,6.7435,6.7802,6.79,6.7924,6.7851,6.79,6.7898,6.7754,6.7728,6.7948,6.7582,6.785,6.8363,6.78,6.7949,6.7851,6.7801,6.8095,6.8044,6.8363,4.0
-0.36244,-1.7019,-1.7344,-0.88239,-1.2745,-1.2452,-2.1797,-2.6882,-2.07,-2.5867,-3.4936,-4.2462,-0.9107200000000001,3.91,2.5933,1.099,0.56091,-2.1503,-0.41161000000000003,1.0664,-0.020924,-2.0506,-3.1081,-2.2701,-1.1388,-1.5461,-1.5043,-1.8424,-1.8022,-1.9895,-1.4718,-1.4807,-2.3231,-2.0658,-0.14747000000000002,1.8738,1.2719,0.74543,-0.079374,-1.714,-1.8841,-1.5854,-1.6538,-0.04612,0.8306100000000001,0.1981,-0.6917399999999999,-1.3163,-1.5011,-1.7808,-1.3109,-1.4382,0.69466,0.45658999999999994,-0.1098,-1.565,-1.8091,-0.81161,0.48977,0.039969,-0.25082,-0.6189600000000001,-0.53096,-0.7242,-0.12280999999999999,0.25977,0.20695,-1.5087,-2.0899,-1.963,-1.4736,-1.4709999999999999,-1.6829,-1.8427,-3.7484,-2.7816,-1.9101,-1.5292,-2.1084,-2.9085,-2.4136,-1.3534,-0.8735700000000001,0.077635,0.86777,0.31445,-1.0049,-2.1218,-2.6702,-1.8458,-1.9265,-2.0477,-2.4212,-2.1786,-2.3786,-3.0744,-2.8991,-2.156,-2.9068,-2.7681,-2.0380000000000003,-1.2058,-0.8614700000000001,-1.6376,-0.56839,-0.66597,-2.245,-2.3016,-1.7442,-1.1131,-1.9633,-3.0002,-2.9314,-1.9215,-2.1545,-3.5767,-3.6725,-3.8016,-2.833,-3.2978,-2.9730000000000003,-2.9351,-0.8947200000000001,-0.0021379999999999997,-0.88865,16.0
8.2607,8.19,8.1901,8.2416,8.2339,8.2291,8.2217,8.212,8.2389,8.2684,8.2586,8.2682,8.2512,8.2537,8.2535,8.2535,8.2733,8.2637,8.2685,8.2683,8.2806,8.2707,8.2684,8.288,8.293,8.2781,8.2635,8.2437,8.2488,8.2804,8.2609,8.2415,8.2488,8.2316,8.2609,8.2462,8.2046,8.2242,8.2585,8.2291,8.2436,8.2144,8.2096,8.2217,8.2435,8.2144,8.195,8.2194,8.2486,8.2217,8.2094,8.2021,8.2144,8.2585,8.2243,8.217,8.2144,8.19,8.2411,8.2388,8.2096,8.2097,8.229,8.229,8.2119,8.2021,8.2095,8.2243,8.2145,8.2093,8.1752,8.1754,8.2192,8.2485,8.2023,8.2047,8.2317,8.2486,8.234,8.2241,8.234,8.2462,8.2612,8.2536,8.2587,8.2609,8.256,8.2608,8.261000000000001,8.2612,8.2539,8.288,8.2879,8.2634,8.2683,8.288,8.293,8.3025,8.2831,8.2634,8.2292,8.2437,8.2293,8.2391,8.2293,8.2535,8.2486,8.2216,8.2292,8.234,8.2439,8.234,8.2291,8.1996,8.1752,8.2387,8.2289,8.1948,8.1949,8.2193,8.2438,8.2217,8.2193,8.2192,8.2291,4.0
8.6343,8.5927,8.5852,8.6267,8.5901,8.6782,8.6099,8.6221,8.5754,8.5853,8.6049,8.6243,8.5535,8.5706,8.5559,8.5387,8.5606,8.5925,8.5706,8.5461,8.5656,8.5509,8.5558,8.5509,8.5534,8.5436,8.5656,8.5216,8.5314,8.5511,8.5557,8.5899,8.5458,8.5848,8.5336,8.5653,8.5629,8.5335,8.5751,8.536,8.536,8.5459,8.5628,8.5825,8.5826,8.585,8.58,8.6143,8.5949,8.5851,8.554,8.5732,8.5434,8.5532,8.5503,8.5604,8.5447,8.587,8.5248,8.5285,8.5429,8.5497,8.5747,8.5449,8.5847,8.548,8.5532,8.5495,8.5429,8.5811,8.5426,8.5439,8.5284,8.5568,8.591000000000001,8.5645,8.555,8.5471,8.5606,8.5417,8.5646,8.5158,8.526,8.5415,8.558,8.5978,8.5416,8.5775,8.5342,8.5634,8.5714,8.5322,8.592,8.5309,8.5291,8.5423,8.5518,8.6027,8.5936,8.5851,8.5806,8.6005,8.5977,8.581,8.5688,8.5909,8.5374,8.5589,8.5628,8.5494,8.5706,8.5693,8.524,8.5241,8.5473,8.5541,8.5918,8.5384,8.5827,8.543,8.5525,8.5627,8.5342,8.5973,8.5232,2.0
